comments,description,duration,event,film_date,languages,main_speaker,published_date,ratings,tags,title,views
43,"Singer-songwriter Rokia Traore performs ""Kounandi,"" a breathtaking song that blends Malian instruments with a modern, heartfelt vocal. Note: This song is not available for download.",386,TEDGlobal 2007,1181088000,0,Rokia Traore,1212627600,"[{'id': 22, 'name': 'Fascinating', 'count': 84}, {'id': 1, 'name': 'Beautiful', 'count': 330}, {'id': 25, 'name': 'OK', 'count': 30}, {'id': 10, 'name': 'Inspiring', 'count': 100}, {'id': 23, 'name': 'Jaw-dropping', 'count': 31}, {'id': 21, 'name': 'Unconvincing', 'count': 8}, {'id': 11, 'name': 'Longwinded', 'count': 7}, {'id': 2, 'name': 'Confusing', 'count': 8}, {'id': 9, 'name': 'Ingenious', 'count': 6}, {'id': 26, 'name': 'Obnoxious', 'count': 4}, {'id': 3, 'name': 'Courageous', 'count': 22}, {'id': 7, 'name': 'Funny', 'count': 1}, {'id': 8, 'name': 'Informative', 'count': 0}, {'id': 24, 'name': 'Persuasive', 'count': 0}]","['Africa', 'guitar', 'live music', 'music', 'singer']","""Kounandi""",82488
174,"Anthropologist Wade Davis muses on the worldwide web of belief and ritual that makes us human. He shares breathtaking photos and stories of the Elder Brothers, a group of Sierra Nevada indians whose spiritual practice holds the world in balance.",1152,TED2008,1201910400,20,Wade Davis,1213059600,"[{'id': 22, 'name': 'Fascinating', 'count': 512}, {'id': 2, 'name': 'Confusing', 'count': 43}, {'id': 24, 'name': 'Persuasive', 'count': 142}, {'id': 1, 'name': 'Beautiful', 'count': 256}, {'id': 10, 'name': 'Inspiring', 'count': 448}, {'id': 23, 'name': 'Jaw-dropping', 'count': 153}, {'id': 8, 'name': 'Informative', 'count': 315}, {'id': 3, 'name': 'Courageous', 'count': 101}, {'id': 25, 'name': 'OK', 'count': 51}, {'id': 11, 'name': 'Longwinded', 'count': 90}, {'id': 26, 'name': 'Obnoxious', 'count': 43}, {'id': 21, 'name': 'Unconvincing', 'count': 61}, {'id': 9, 'name': 'Ingenious', 'count': 25}, {'id': 7, 'name': 'Funny', 'count': 2}]","['anthropology', 'beauty', 'culture', 'faith', 'global issues', 'photography', 'religion']",The worldwide web of belief and ritual,984223
76,"After speaking at TED2007 on elegance in physics, the amazing Murray Gell-Mann gives a quick overview of another passionate interest: finding the common ancestry of our modern languages.",135,TED2007,1172880000,61,Murray Gell-Mann,1213146000,"[{'id': 22, 'name': 'Fascinating', 'count': 78}, {'id': 24, 'name': 'Persuasive', 'count': 28}, {'id': 8, 'name': 'Informative', 'count': 104}, {'id': 3, 'name': 'Courageous', 'count': 6}, {'id': 10, 'name': 'Inspiring', 'count': 30}, {'id': 11, 'name': 'Longwinded', 'count': 12}, {'id': 21, 'name': 'Unconvincing', 'count': 65}, {'id': 25, 'name': 'OK', 'count': 131}, {'id': 9, 'name': 'Ingenious', 'count': 18}, {'id': 7, 'name': 'Funny', 'count': 18}, {'id': 26, 'name': 'Obnoxious', 'count': 12}, {'id': 2, 'name': 'Confusing', 'count': 11}, {'id': 23, 'name': 'Jaw-dropping', 'count': 7}, {'id': 1, 'name': 'Beautiful', 'count': 13}]","['culture', 'global issues', 'history', 'language', 'physics']",The ancestor of language,785293
85,Historian George Dyson tells stories from the birth of the modern computer -- from its 17th-century origins to the hilarious notebooks of some early computer engineers.,1038,TED2003,1046649600,24,George Dyson,1213563480,"[{'id': 8, 'name': 'Informative', 'count': 411}, {'id': 22, 'name': 'Fascinating', 'count': 319}, {'id': 7, 'name': 'Funny', 'count': 131}, {'id': 25, 'name': 'OK', 'count': 67}, {'id': 11, 'name': 'Longwinded', 'count': 41}, {'id': 21, 'name': 'Unconvincing', 'count': 28}, {'id': 2, 'name': 'Confusing', 'count': 31}, {'id': 9, 'name': 'Ingenious', 'count': 41}, {'id': 1, 'name': 'Beautiful', 'count': 38}, {'id': 10, 'name': 'Inspiring', 'count': 100}, {'id': 23, 'name': 'Jaw-dropping', 'count': 55}, {'id': 24, 'name': 'Persuasive', 'count': 10}, {'id': 3, 'name': 'Courageous', 'count': 10}, {'id': 26, 'name': 'Obnoxious', 'count': 8}]","['computers', 'engineering', 'history', 'library', 'military', 'science', 'software', 'technology']",The birth of the computer,838799
218,Artist Chris Jordan shows us an arresting view of what Western culture looks like. His supersized images picture some almost unimaginable statistics -- like the astonishing number of paper cups we use every single day.,674,TED2008,1201910400,34,Chris Jordan,1213563600,"[{'id': 26, 'name': 'Obnoxious', 'count': 73}, {'id': 25, 'name': 'OK', 'count': 123}, {'id': 9, 'name': 'Ingenious', 'count': 307}, {'id': 7, 'name': 'Funny', 'count': 13}, {'id': 8, 'name': 'Informative', 'count': 764}, {'id': 24, 'name': 'Persuasive', 'count': 703}, {'id': 10, 'name': 'Inspiring', 'count': 831}, {'id': 23, 'name': 'Jaw-dropping', 'count': 509}, {'id': 22, 'name': 'Fascinating', 'count': 565}, {'id': 3, 'name': 'Courageous', 'count': 389}, {'id': 21, 'name': 'Unconvincing', 'count': 108}, {'id': 1, 'name': 'Beautiful', 'count': 232}, {'id': 11, 'name': 'Longwinded', 'count': 75}, {'id': 2, 'name': 'Confusing', 'count': 11}]","['art', 'beauty', 'business', 'culture', 'photography', 'plastic', 'statistics']",Turning powerful stats into art,1520108
102,"Dean Ornish shares new research that shows how adopting healthy lifestyle habits can affect a person at a genetic level. For instance, he says, when you live healthier, eat better, exercise, and love more, your brain cells actually increase.",192,TED2008,1204502400,52,Dean Ornish,1213578000,"[{'id': 8, 'name': 'Informative', 'count': 571}, {'id': 10, 'name': 'Inspiring', 'count': 257}, {'id': 22, 'name': 'Fascinating', 'count': 225}, {'id': 24, 'name': 'Persuasive', 'count': 248}, {'id': 23, 'name': 'Jaw-dropping', 'count': 44}, {'id': 7, 'name': 'Funny', 'count': 65}, {'id': 25, 'name': 'OK', 'count': 81}, {'id': 3, 'name': 'Courageous', 'count': 20}, {'id': 9, 'name': 'Ingenious', 'count': 39}, {'id': 21, 'name': 'Unconvincing', 'count': 22}, {'id': 1, 'name': 'Beautiful', 'count': 13}, {'id': 11, 'name': 'Longwinded', 'count': 2}, {'id': 26, 'name': 'Obnoxious', 'count': 1}, {'id': 2, 'name': 'Confusing', 'count': 11}]","['aging', 'genetics', 'health', 'health care', 'medicine', 'science']",Your genes are not your fate,1384333
83,"Insects and animals have evolved some amazing skills -- but, as Robert Full notes, many animals are actually over-engineered. The trick is to copy only what's necessary. He shows how human engineers can learn from animals' tricks.",1222,TED2002,1012608000,19,Robert Full,1213837500,"[{'id': 10, 'name': 'Inspiring', 'count': 221}, {'id': 8, 'name': 'Informative', 'count': 255}, {'id': 22, 'name': 'Fascinating', 'count': 495}, {'id': 9, 'name': 'Ingenious', 'count': 276}, {'id': 1, 'name': 'Beautiful', 'count': 49}, {'id': 23, 'name': 'Jaw-dropping', 'count': 265}, {'id': 7, 'name': 'Funny', 'count': 82}, {'id': 11, 'name': 'Longwinded', 'count': 11}, {'id': 24, 'name': 'Persuasive', 'count': 47}, {'id': 25, 'name': 'OK', 'count': 28}, {'id': 2, 'name': 'Confusing', 'count': 9}, {'id': 3, 'name': 'Courageous', 'count': 4}, {'id': 21, 'name': 'Unconvincing', 'count': 4}, {'id': 26, 'name': 'Obnoxious', 'count': 3}]","['animals', 'design', 'evolution', 'robots', 'science', 'technology', 'transportation']",Robots inspired by cockroach ingenuity,799797
131,"Adam Grosser talks about a project to build a refrigerator that works without electricity -- to bring the vital tool to villages and clinics worldwide. Tweaking some old technology, he's come up with a system that works.",211,TED2007,1170374400,51,Adam Grosser,1214182800,"[{'id': 9, 'name': 'Ingenious', 'count': 682}, {'id': 22, 'name': 'Fascinating', 'count': 211}, {'id': 8, 'name': 'Informative', 'count': 224}, {'id': 23, 'name': 'Jaw-dropping', 'count': 118}, {'id': 10, 'name': 'Inspiring', 'count': 163}, {'id': 2, 'name': 'Confusing', 'count': 15}, {'id': 24, 'name': 'Persuasive', 'count': 62}, {'id': 25, 'name': 'OK', 'count': 51}, {'id': 3, 'name': 'Courageous', 'count': 17}, {'id': 7, 'name': 'Funny', 'count': 10}, {'id': 1, 'name': 'Beautiful', 'count': 13}, {'id': 21, 'name': 'Unconvincing', 'count': 21}, {'id': 26, 'name': 'Obnoxious', 'count': 3}, {'id': 11, 'name': 'Longwinded', 'count': 0}]","['Vaccines', 'design', 'food', 'global issues', 'invention', 'medicine', 'technology']",A mobile fridge for vaccines,857181
119,"Steven Levitt shares data that shows car seats are no more effective than seatbelts in protecting kids from dying in cars. However, during the question and answer session, he makes one crucial caveat.",1138,TEDGlobal 2005,1121126400,25,Steven Levitt,1214269200,"[{'id': 9, 'name': 'Ingenious', 'count': 66}, {'id': 3, 'name': 'Courageous', 'count': 112}, {'id': 24, 'name': 'Persuasive', 'count': 208}, {'id': 8, 'name': 'Informative', 'count': 307}, {'id': 22, 'name': 'Fascinating', 'count': 86}, {'id': 2, 'name': 'Confusing', 'count': 23}, {'id': 10, 'name': 'Inspiring', 'count': 16}, {'id': 7, 'name': 'Funny', 'count': 11}, {'id': 25, 'name': 'OK', 'count': 64}, {'id': 21, 'name': 'Unconvincing', 'count': 80}, {'id': 26, 'name': 'Obnoxious', 'count': 24}, {'id': 11, 'name': 'Longwinded', 'count': 57}, {'id': 23, 'name': 'Jaw-dropping', 'count': 27}, {'id': 1, 'name': 'Beautiful', 'count': 7}]","['business', 'cars', 'culture', 'economics', 'parenting', 'statistics', 'transportation']",Surprising stats about child carseats,749952
638,"Benjamin Zander has two infectious passions: classical music, and helping us all realize our untapped love for it -- and by extension, our untapped love for all new possibilities, new experiences, new connections.",1243,TED2008,1201910400,45,Benjamin Zander,1214355600,"[{'id': 1, 'name': 'Beautiful', 'count': 5967}, {'id': 7, 'name': 'Funny', 'count': 1960}, {'id': 10, 'name': 'Inspiring', 'count': 8108}, {'id': 22, 'name': 'Fascinating', 'count': 2736}, {'id': 8, 'name': 'Informative', 'count': 639}, {'id': 23, 'name': 'Jaw-dropping', 'count': 1303}, {'id': 24, 'name': 'Persuasive', 'count': 1291}, {'id': 3, 'name': 'Courageous', 'count': 396}, {'id': 9, 'name': 'Ingenious', 'count': 900}, {'id': 25, 'name': 'OK', 'count': 143}, {'id': 11, 'name': 'Longwinded', 'count': 47}, {'id': 21, 'name': 'Unconvincing', 'count': 36}, {'id': 2, 'name': 'Confusing', 'count': 37}, {'id': 26, 'name': 'Obnoxious', 'count': 28}]","['conducting', 'creativity', 'culture', 'entertainment', 'live music', 'music', 'performance']",The transformative power of classical music,9315483
43,"Nicholas Negroponte talks about how One Laptop per Child is doing, two years in. Speaking at the EG conference while the first XO laptops roll off the production line, he recaps the controversies and recommits to the goals of this far-reaching project.",1000,EG 2007,1197417600,18,Nicholas Negroponte,1214442000,"[{'id': 8, 'name': 'Informative', 'count': 89}, {'id': 24, 'name': 'Persuasive', 'count': 80}, {'id': 10, 'name': 'Inspiring', 'count': 171}, {'id': 1, 'name': 'Beautiful', 'count': 21}, {'id': 9, 'name': 'Ingenious', 'count': 28}, {'id': 3, 'name': 'Courageous', 'count': 50}, {'id': 25, 'name': 'OK', 'count': 25}, {'id': 11, 'name': 'Longwinded', 'count': 11}, {'id': 23, 'name': 'Jaw-dropping', 'count': 19}, {'id': 22, 'name': 'Fascinating', 'count': 55}, {'id': 21, 'name': 'Unconvincing', 'count': 10}, {'id': 2, 'name': 'Confusing', 'count': 4}, {'id': 26, 'name': 'Obnoxious', 'count': 7}, {'id': 7, 'name': 'Funny', 'count': 3}]","['activism', 'computers', 'design', 'technology']","One Laptop per Child, two years on",398643
42,"Singer-songwriter Nellie McKay performs the semi-serious song ""Clonie"" -- about creating the ultimate companion.",140,TED2008,1204243200,39,Nellie McKay,1214528400,"[{'id': 25, 'name': 'OK', 'count': 104}, {'id': 1, 'name': 'Beautiful', 'count': 134}, {'id': 7, 'name': 'Funny', 'count': 370}, {'id': 21, 'name': 'Unconvincing', 'count': 27}, {'id': 9, 'name': 'Ingenious', 'count': 51}, {'id': 3, 'name': 'Courageous', 'count': 19}, {'id': 22, 'name': 'Fascinating', 'count': 32}, {'id': 23, 'name': 'Jaw-dropping', 'count': 12}, {'id': 10, 'name': 'Inspiring', 'count': 20}, {'id': 26, 'name': 'Obnoxious', 'count': 26}, {'id': 2, 'name': 'Confusing', 'count': 14}, {'id': 11, 'name': 'Longwinded', 'count': 5}, {'id': 24, 'name': 'Persuasive', 'count': 3}, {'id': 8, 'name': 'Informative', 'count': 1}]","['culture', 'entertainment', 'genetics', 'live music', 'piano', 'science', 'singer']","""Clonie""",680591
50,"Composer Sxip Shirey makes music from the simple, dramatic act of breathing -- alone and together. Open your ears to a passionate 3 minutes. ",186,TED2008,1202774400,0,Sxip Shirey + Rachelle Garniez,1214787600,"[{'id': 9, 'name': 'Ingenious', 'count': 44}, {'id': 1, 'name': 'Beautiful', 'count': 41}, {'id': 23, 'name': 'Jaw-dropping', 'count': 36}, {'id': 3, 'name': 'Courageous', 'count': 21}, {'id': 22, 'name': 'Fascinating', 'count': 57}, {'id': 10, 'name': 'Inspiring', 'count': 20}, {'id': 21, 'name': 'Unconvincing', 'count': 38}, {'id': 25, 'name': 'OK', 'count': 62}, {'id': 26, 'name': 'Obnoxious', 'count': 97}, {'id': 2, 'name': 'Confusing', 'count': 54}, {'id': 7, 'name': 'Funny', 'count': 19}, {'id': 11, 'name': 'Longwinded', 'count': 13}, {'id': 24, 'name': 'Persuasive', 'count': 2}, {'id': 8, 'name': 'Informative', 'count': 0}]","['entertainment', 'live music', 'music']","A performance with breath, music, passion",217663
38,X Prize founder Peter Diamandis talks about how he helped Stephen Hawking fulfill his dream of going to space -- by flying together into the upper atmosphere and experiencing weightlessness at zero g.,241,TED2008,1201910400,32,Peter Diamandis,1214823120,"[{'id': 3, 'name': 'Courageous', 'count': 121}, {'id': 1, 'name': 'Beautiful', 'count': 216}, {'id': 22, 'name': 'Fascinating', 'count': 77}, {'id': 25, 'name': 'OK', 'count': 40}, {'id': 7, 'name': 'Funny', 'count': 68}, {'id': 21, 'name': 'Unconvincing', 'count': 11}, {'id': 26, 'name': 'Obnoxious', 'count': 2}, {'id': 10, 'name': 'Inspiring', 'count': 264}, {'id': 24, 'name': 'Persuasive', 'count': 13}, {'id': 8, 'name': 'Informative', 'count': 18}, {'id': 23, 'name': 'Jaw-dropping', 'count': 45}, {'id': 9, 'name': 'Ingenious', 'count': 12}, {'id': 2, 'name': 'Confusing', 'count': 0}, {'id': 11, 'name': 'Longwinded', 'count': 0}]","['business', 'flight', 'science', 'space', 'technology', 'universe']",Stephen Hawking's zero g flight,497899
197,"Photographer Rick Smolan tells the unforgettable story of a young Amerasian girl, a fateful photograph, and an adoption saga with a twist.",1507,EG 2007,1197417600,25,Rick Smolan,1214980200,"[{'id': 3, 'name': 'Courageous', 'count': 344}, {'id': 1, 'name': 'Beautiful', 'count': 817}, {'id': 23, 'name': 'Jaw-dropping', 'count': 157}, {'id': 10, 'name': 'Inspiring', 'count': 650}, {'id': 22, 'name': 'Fascinating', 'count': 386}, {'id': 24, 'name': 'Persuasive', 'count': 14}, {'id': 11, 'name': 'Longwinded', 'count': 22}, {'id': 7, 'name': 'Funny', 'count': 24}, {'id': 8, 'name': 'Informative', 'count': 37}, {'id': 9, 'name': 'Ingenious', 'count': 11}, {'id': 21, 'name': 'Unconvincing', 'count': 12}, {'id': 25, 'name': 'OK', 'count': 24}, {'id': 26, 'name': 'Obnoxious', 'count': 23}, {'id': 2, 'name': 'Confusing', 'count': 9}]","['art', 'children', 'family', 'global issues', 'media', 'photography', 'storytelling']",The story of a girl,1123955
49,"Guitarist and singer Raul Midon plays ""Everybody"" and ""Peace on Earth"" during his 2007 set at TED.",559,TED2007,1172880000,25,Raul Midon,1215046800,"[{'id': 10, 'name': 'Inspiring', 'count': 150}, {'id': 1, 'name': 'Beautiful', 'count': 243}, {'id': 9, 'name': 'Ingenious', 'count': 27}, {'id': 22, 'name': 'Fascinating', 'count': 48}, {'id': 24, 'name': 'Persuasive', 'count': 8}, {'id': 25, 'name': 'OK', 'count': 18}, {'id': 3, 'name': 'Courageous', 'count': 16}, {'id': 21, 'name': 'Unconvincing', 'count': 8}, {'id': 23, 'name': 'Jaw-dropping', 'count': 65}, {'id': 2, 'name': 'Confusing', 'count': 5}, {'id': 26, 'name': 'Obnoxious', 'count': 4}, {'id': 11, 'name': 'Longwinded', 'count': 3}, {'id': 7, 'name': 'Funny', 'count': 0}, {'id': 8, 'name': 'Informative', 'count': 0}]","['entertainment', 'guitar', 'live music', 'music', 'peace', 'performance', 'singer', 'storytelling']","""Peace on Earth""",327542
41,"Botanist Corneille Ewango talks about his work at the Okapi Faunal Reserve in the Congo Basin -- and his heroic work protecting it from poachers, miners and raging civil wars.",1098,TEDGlobal 2007,1181088000,20,Corneille Ewango,1215392400,"[{'id': 10, 'name': 'Inspiring', 'count': 136}, {'id': 3, 'name': 'Courageous', 'count': 175}, {'id': 2, 'name': 'Confusing', 'count': 9}, {'id': 11, 'name': 'Longwinded', 'count': 4}, {'id': 1, 'name': 'Beautiful', 'count': 23}, {'id': 24, 'name': 'Persuasive', 'count': 20}, {'id': 8, 'name': 'Informative', 'count': 50}, {'id': 7, 'name': 'Funny', 'count': 2}, {'id': 25, 'name': 'OK', 'count': 8}, {'id': 23, 'name': 'Jaw-dropping', 'count': 21}, {'id': 22, 'name': 'Fascinating', 'count': 42}, {'id': 9, 'name': 'Ingenious', 'count': 6}, {'id': 21, 'name': 'Unconvincing', 'count': 3}, {'id': 26, 'name': 'Obnoxious', 'count': 0}]","['Africa', 'activism', 'animals', 'biodiversity', 'ecology', 'trees', 'war']",A hero of the Congo forest,368974
43,"Torsten Reil talks about how the study of biology can help make natural-looking animated people -- by building a human from the inside out, with bones, muscles and a nervous system. He spoke at TED in 2003; see his work now in GTA4.",1100,TED2003,1046649600,19,Torsten Reil,1215478800,"[{'id': 21, 'name': 'Unconvincing', 'count': 11}, {'id': 11, 'name': 'Longwinded', 'count': 18}, {'id': 1, 'name': 'Beautiful', 'count': 14}, {'id': 9, 'name': 'Ingenious', 'count': 150}, {'id': 23, 'name': 'Jaw-dropping', 'count': 64}, {'id': 8, 'name': 'Informative', 'count': 79}, {'id': 22, 'name': 'Fascinating', 'count': 179}, {'id': 7, 'name': 'Funny', 'count': 44}, {'id': 25, 'name': 'OK', 'count': 32}, {'id': 24, 'name': 'Persuasive', 'count': 6}, {'id': 10, 'name': 'Inspiring', 'count': 42}, {'id': 26, 'name': 'Obnoxious', 'count': 5}, {'id': 2, 'name': 'Confusing', 'count': 0}, {'id': 3, 'name': 'Courageous', 'count': 0}]","['animals', 'animation', 'biomechanics', 'demo', 'design', 'entertainment', 'gaming', 'technology', 'virtual reality']",Animate characters by evolving them,325148
166,"Nine days before TED2008, filmmaker David Hoffman lost almost everything he owned in a fire that destroyed his home, office and 30 years of passionate collecting. He looks back at a life that's been wiped clean in an instant -- and looks forward.",240,TED2008,1201910400,38,David Hoffman,1215565200,"[{'id': 8, 'name': 'Informative', 'count': 36}, {'id': 1, 'name': 'Beautiful', 'count': 65}, {'id': 10, 'name': 'Inspiring', 'count': 250}, {'id': 3, 'name': 'Courageous', 'count': 224}, {'id': 26, 'name': 'Obnoxious', 'count': 53}, {'id': 21, 'name': 'Unconvincing', 'count': 112}, {'id': 25, 'name': 'OK', 'count': 205}, {'id': 22, 'name': 'Fascinating', 'count': 36}, {'id': 2, 'name': 'Confusing', 'count': 91}, {'id': 23, 'name': 'Jaw-dropping', 'count': 23}, {'id': 24, 'name': 'Persuasive', 'count': 29}, {'id': 11, 'name': 'Longwinded', 'count': 39}, {'id': 9, 'name': 'Ingenious', 'count': 15}, {'id': 7, 'name': 'Funny', 'count': 6}]","['culture', 'film', 'library', 'movies', 'personal growth', 'storytelling']",What happens when you lose everything,920941
64,"In this prescient 2005 talk, Clay Shirky shows how closed groups and companies will give way to looser networks where small contributors have big roles and fluid cooperation replaces rigid planning.",1246,TEDGlobal 2005,1120176000,24,Clay Shirky,1215671400,"[{'id': 22, 'name': 'Fascinating', 'count': 373}, {'id': 24, 'name': 'Persuasive', 'count': 355}, {'id': 8, 'name': 'Informative', 'count': 514}, {'id': 10, 'name': 'Inspiring', 'count': 249}, {'id': 9, 'name': 'Ingenious', 'count': 136}, {'id': 23, 'name': 'Jaw-dropping', 'count': 88}, {'id': 3, 'name': 'Courageous', 'count': 43}, {'id': 21, 'name': 'Unconvincing', 'count': 20}, {'id': 11, 'name': 'Longwinded', 'count': 31}, {'id': 2, 'name': 'Confusing', 'count': 27}, {'id': 25, 'name': 'OK', 'count': 47}, {'id': 26, 'name': 'Obnoxious', 'count': 5}, {'id': 7, 'name': 'Funny', 'count': 22}, {'id': 1, 'name': 'Beautiful', 'count': 20}]","['business', 'cognitive science', 'collaboration', 'culture', 'social change', 'society', 'technology']",Institutions vs. collaboration,1097533
59,"The wonderful Nellie McKay sings ""Mother of Pearl"" (with the immortal first line ""Feminists don't have a sense of humor"") and ""If I Had You"" from her sparkling set at TED2008.",334,TED2008,1201910400,24,Nellie McKay,1215756000,"[{'id': 10, 'name': 'Inspiring', 'count': 79}, {'id': 24, 'name': 'Persuasive', 'count': 20}, {'id': 23, 'name': 'Jaw-dropping', 'count': 54}, {'id': 1, 'name': 'Beautiful', 'count': 383}, {'id': 7, 'name': 'Funny', 'count': 476}, {'id': 9, 'name': 'Ingenious', 'count': 95}, {'id': 25, 'name': 'OK', 'count': 48}, {'id': 3, 'name': 'Courageous', 'count': 60}, {'id': 22, 'name': 'Fascinating', 'count': 53}, {'id': 21, 'name': 'Unconvincing', 'count': 7}, {'id': 2, 'name': 'Confusing', 'count': 7}, {'id': 26, 'name': 'Obnoxious', 'count': 26}, {'id': 11, 'name': 'Longwinded', 'count': 8}, {'id': 8, 'name': 'Informative', 'count': 3}]","['entertainment', 'humor', 'live music', 'love', 'music', 'performance', 'piano', 'women']","""Mother of Pearl,"" ""If I Had You""",1013879
87,"Physicist Freeman Dyson suggests that we start looking for life on the moons of Jupiter and out past Neptune, in the Kuiper belt and the Oort cloud. He talks about what such life would be like -- and how we might find it.",1151,TED2003,1044144000,24,Freeman Dyson,1216017420,"[{'id': 10, 'name': 'Inspiring', 'count': 221}, {'id': 23, 'name': 'Jaw-dropping', 'count': 38}, {'id': 24, 'name': 'Persuasive', 'count': 46}, {'id': 8, 'name': 'Informative', 'count': 109}, {'id': 11, 'name': 'Longwinded', 'count': 83}, {'id': 22, 'name': 'Fascinating', 'count': 252}, {'id': 3, 'name': 'Courageous', 'count': 52}, {'id': 25, 'name': 'OK', 'count': 70}, {'id': 21, 'name': 'Unconvincing', 'count': 112}, {'id': 9, 'name': 'Ingenious', 'count': 115}, {'id': 1, 'name': 'Beautiful', 'count': 50}, {'id': 7, 'name': 'Funny', 'count': 82}, {'id': 2, 'name': 'Confusing', 'count': 23}, {'id': 26, 'name': 'Obnoxious', 'count': 18}]","['Planets', 'astrobiology', 'astronomy', 'biotech', 'exploration', 'extraterrestrial life', 'physics', 'science', 'technology', 'universe']",Let's look for life in the outer solar system,895199
229,"Why do we crave love so much, even to the point that we would die for it? To learn more about our very real, very physical need for romantic love, Helen Fisher and her research team took MRIs of people in love -- and people who had just been dumped.",956,TED2008,1201910400,33,Helen Fisher,1216083600,"[{'id': 25, 'name': 'OK', 'count': 347}, {'id': 22, 'name': 'Fascinating', 'count': 1063}, {'id': 8, 'name': 'Informative', 'count': 1157}, {'id': 1, 'name': 'Beautiful', 'count': 639}, {'id': 7, 'name': 'Funny', 'count': 202}, {'id': 24, 'name': 'Persuasive', 'count': 253}, {'id': 9, 'name': 'Ingenious', 'count': 144}, {'id': 11, 'name': 'Longwinded', 'count': 154}, {'id': 26, 'name': 'Obnoxious', 'count': 35}, {'id': 21, 'name': 'Unconvincing', 'count': 131}, {'id': 10, 'name': 'Inspiring', 'count': 499}, {'id': 23, 'name': 'Jaw-dropping', 'count': 92}, {'id': 3, 'name': 'Courageous', 'count': 50}, {'id': 2, 'name': 'Confusing', 'count': 55}]","['brain', 'cognitive science', 'culture', 'literature', 'love', 'poetry', 'psychology', 'relationships', 'science', 'technology']",The brain in love,4883112
791,"Speaking at TED in 1998, Rev. Billy Graham marvels at technology's power to improve lives and change the world -- but says the end of evil, suffering and death will come only after the world accepts Christ. A legendary talk from TED's archives.",1580,TED1998,886377600,27,Billy Graham,1216170000,"[{'id': 3, 'name': 'Courageous', 'count': 470}, {'id': 21, 'name': 'Unconvincing', 'count': 356}, {'id': 7, 'name': 'Funny', 'count': 71}, {'id': 11, 'name': 'Longwinded', 'count': 122}, {'id': 25, 'name': 'OK', 'count': 109}, {'id': 10, 'name': 'Inspiring', 'count': 1090}, {'id': 22, 'name': 'Fascinating', 'count': 294}, {'id': 26, 'name': 'Obnoxious', 'count': 158}, {'id': 1, 'name': 'Beautiful', 'count': 420}, {'id': 24, 'name': 'Persuasive', 'count': 411}, {'id': 23, 'name': 'Jaw-dropping', 'count': 148}, {'id': 8, 'name': 'Informative', 'count': 163}, {'id': 2, 'name': 'Confusing', 'count': 25}, {'id': 9, 'name': 'Ingenious', 'count': 56}]","['Christianity', 'God', 'death', 'faith', 'religion', 'technology']",On technology and faith,1532675
583,"Author, philosopher, prankster and journalist AJ Jacobs talks about the year he spent living biblically -- following the rules in the Bible as literally as possible.",1060,EG 2007,1196553600,39,AJ Jacobs,1216256400,"[{'id': 22, 'name': 'Fascinating', 'count': 531}, {'id': 3, 'name': 'Courageous', 'count': 345}, {'id': 8, 'name': 'Informative', 'count': 376}, {'id': 7, 'name': 'Funny', 'count': 936}, {'id': 25, 'name': 'OK', 'count': 219}, {'id': 24, 'name': 'Persuasive', 'count': 130}, {'id': 10, 'name': 'Inspiring', 'count': 422}, {'id': 9, 'name': 'Ingenious', 'count': 250}, {'id': 21, 'name': 'Unconvincing', 'count': 150}, {'id': 26, 'name': 'Obnoxious', 'count': 116}, {'id': 11, 'name': 'Longwinded', 'count': 105}, {'id': 1, 'name': 'Beautiful', 'count': 50}, {'id': 2, 'name': 'Confusing', 'count': 52}, {'id': 23, 'name': 'Jaw-dropping', 'count': 45}]","['comedy', 'culture', 'entertainment', 'humanity', 'humor', 'religion', 'writing']",My year of living biblically,2291701
669,"First, Keith Barry shows us how our brains can fool our bodies -- in a trick that works via podcast too. Then he involves the audience in some jaw-dropping (and even a bit dangerous) feats of brain magic.",1189,TED2004,1075680000,28,Keith Barry,1216366800,"[{'id': 2, 'name': 'Confusing', 'count': 273}, {'id': 23, 'name': 'Jaw-dropping', 'count': 3715}, {'id': 9, 'name': 'Ingenious', 'count': 803}, {'id': 3, 'name': 'Courageous', 'count': 206}, {'id': 22, 'name': 'Fascinating', 'count': 2555}, {'id': 10, 'name': 'Inspiring', 'count': 267}, {'id': 7, 'name': 'Funny', 'count': 1819}, {'id': 25, 'name': 'OK', 'count': 336}, {'id': 24, 'name': 'Persuasive', 'count': 252}, {'id': 21, 'name': 'Unconvincing', 'count': 505}, {'id': 26, 'name': 'Obnoxious', 'count': 161}, {'id': 8, 'name': 'Informative', 'count': 137}, {'id': 1, 'name': 'Beautiful', 'count': 208}, {'id': 11, 'name': 'Longwinded', 'count': 79}]","['brain', 'entertainment', 'illusion', 'magic']",Brain magic,13327101
